@RELATION auto-sklearn_FEATURE_VALUES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC
@ATTRIBUTE ClassProbabilityMax NUMERIC
@ATTRIBUTE ClassProbabilityMean NUMERIC
@ATTRIBUTE ClassProbabilityMin NUMERIC
@ATTRIBUTE ClassProbabilitySTD NUMERIC
@ATTRIBUTE DatasetRatio NUMERIC
@ATTRIBUTE InverseDatasetRatio NUMERIC
@ATTRIBUTE KurtosisMax NUMERIC
@ATTRIBUTE KurtosisMean NUMERIC
@ATTRIBUTE KurtosisMin NUMERIC
@ATTRIBUTE KurtosisSTD NUMERIC
@ATTRIBUTE LogDatasetRatio NUMERIC
@ATTRIBUTE LogInverseDatasetRatio NUMERIC
@ATTRIBUTE LogNumberOfFeatures NUMERIC
@ATTRIBUTE LogNumberOfInstances NUMERIC
@ATTRIBUTE NumberOfCategoricalFeatures NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE NumberOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE PercentageOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE RatioNominalToNumerical NUMERIC
@ATTRIBUTE RatioNumericalToNominal NUMERIC
@ATTRIBUTE SkewnessMax NUMERIC
@ATTRIBUTE SkewnessMean NUMERIC
@ATTRIBUTE SkewnessMin NUMERIC
@ATTRIBUTE SkewnessSTD NUMERIC
@ATTRIBUTE SymbolsMax NUMERIC
@ATTRIBUTE SymbolsMean NUMERIC
@ATTRIBUTE SymbolsMin NUMERIC
@ATTRIBUTE SymbolsSTD NUMERIC
@ATTRIBUTE SymbolsSum NUMERIC

@DATA
kuzushiji-mnist,1.0,3.3219158886646483,0.1005543710021322,0.1,0.09921108742004264,0.0004112431028141994,0.01671641791044776,59.82142857142857,1636.445068359375,16.493729112748174,-1.5327162664613296,85.85358671950002,-4.091363934083963,4.0913639340839625,6.664409020350408,10.75577295443437,0.0,10.0,784.0,0.0,46900.0,0.0,0.0,784.0,0.0,0.0,0.0,0.0,0.0,37.94704818725586,2.497201361826488,0.456729918718338,3.2188377512851005,0.0,0.0,0.0,0.0,0.0
ldpa,1.0,2.7114014307963017,0.330617344305929,0.09090909090909091,0.008419565984953421,0.09803422347388165,6.337307730610102e-05,15779.57142857143,1.201095305423931,-0.47589013671976427,-1.2019010921037323,0.8069070161555926,-9.666471434878414,9.666471434878414,1.9459101490553132,11.612381583933727,2.0,11.0,7.0,0.0,110457.0,0.0,0.0,5.0,0.0,0.0,0.0,0.4,2.5,1.7891605029800794,0.8742549561501323,-0.005658825639007724,0.6884019762781803,5.0,4.5,4.0,0.5,9.0
led-display-domain-7digit,1.0,3.31473983784803,0.11641791044776119,0.09999999999999999,0.08358208955223881,0.009922847843937108,0.020895522388059702,47.857142857142854,0.8015157466585898,-1.1190578477342714,-1.9050933975315674,0.8629525430465523,-3.868220382769753,3.868220382769753,1.9459101490553132,5.814130531825066,0.0,10.0,7.0,0.0,335.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.42096662521362305,-0.7154598065785,-1.6737726926803589,0.6075024670741892,0.0,0.0,0.0,0.0,0.0
led24,1.0,3.3202104032827644,0.10914179104477612,0.1,0.09095149253731344,0.0048749039665872814,0.011194029850746268,89.33333333333333,0.815401289618555,-1.736382594873219,-2.0,0.6277872499959902,-4.492374691842747,4.4923746918427465,3.1780538303479458,7.670428522190693,24.0,10.0,24.0,0.0,2144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.677915757604819,-6.47630097698008e-17,-1.677915757604819,0.5134368560268935,2.0,2.0,2.0,0.0,48.0
letter,1.0,4.699283947859848,0.04119402985074627,0.038461538461538464,0.03455223880597015,0.0015347192175998684,0.0011940298507462687,837.5,2.0606601093625043,0.687462102209324,-0.4213283061981201,0.6633005081359233,-6.730421263699221,6.730421263699221,2.772588722239781,9.503009985939002,0.0,26.0,16.0,0.0,13400.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.1601428985595703,0.29122443310916424,-0.31418532133102417,0.4512579958719407,0.0,0.0,0.0,0.0,0.0
madeline,1.0,0.9999895712059076,0.5019011406844106,0.5,0.49809885931558934,0.0019011406844106349,0.12309885931558935,8.123552123552123,0.6985957622528076,0.06369884670624439,-0.9857468605041504,0.24820622788522034,-2.0947675121580627,2.0947675121580627,5.556828061699537,7.651595573857601,0.0,2.0,259.0,0.0,2104.0,0.0,0.0,259.0,0.0,0.0,0.0,0.0,0.0,0.20844975113868713,0.03376646303302859,-0.12113329023122787,0.0633410730612581,0.0,0.0,0.0,0.0,0.0
madelon,1.0,0.9999847864788527,0.5022962112514351,0.5,0.49770378874856486,0.002296211251435115,0.2870264064293915,3.484,0.6855394840240479,0.08230817725394435,-0.9929842948913574,0.20858355576809956,-1.2481810589902564,1.2481810589902564,6.214608098422191,7.462789157412448,0.0,2.0,500.0,0.0,1742.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.21434004604816437,0.03215707294971799,-0.17105968296527863,0.06471036208153656,0.0,0.0,0.0,0.0,0.0
magictelescope,1.0,0.937154796279555,0.6465003138731952,0.5,0.35349968612680477,0.1465003138731952,0.0007846829880728185,1274.4,16.891637802124023,4.258780169486999,-0.530386209487915,5.366920878293377,-7.150230758595839,7.150230758595839,2.302585092994046,9.452815851589884,0.0,2.0,10.0,0.0,12744.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.389796257019043,0.659515006840229,-1.142451524734497,1.2574602155747112,0.0,0.0,0.0,0.0,0.0
mammography,1.0,0.16060354638403487,0.97651141064994,0.5,0.023488589350060055,0.47651141064993996,0.0008007473642065928,1248.8333333333333,183.43936289802218,69.61919533702337,-1.8090657960254946,79.3142109367544,-7.1299650611362555,7.1299650611362555,1.791759469228055,8.92172453036431,0.0,2.0,6.0,0.0,7493.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,9.735568046569824,4.664804143210252,0.18595828115940094,3.5547919875932346,0.0,0.0,0.0,0.0,0.0
mc1,1.0,0.06196793034754148,0.9927479110830837,0.5,0.007252088916916285,0.4927479110830837,0.0059908560618004095,166.92105263157896,3172.195935153465,738.8746638873332,-1.9686901569366455,876.1575683962798,-5.117520961907512,5.117520961907512,3.6375861597263857,8.755107121633896,0.0,2.0,38.0,0.0,6343.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,55.1995964050293,17.977442030647868,-2.015989065170288,15.510347997081002,0.0,0.0,0.0,0.0,0.0
meta,1.0,0.49185424518237375,0.8926553672316384,0.5,0.10734463276836158,0.3926553672316384,0.059322033898305086,16.857142857142858,24.53508771929824,14.090134569578133,-1.4759992219642868,7.452797236445304,-2.8247744754103516,2.8247744754103516,3.044522437723423,5.869296913133774,2.0,2.0,21.0,3.0,354.0,174.0,332.0,19.0,0.14285714285714285,0.4915254237288136,0.04465967177831585,0.10526315789473684,9.5,5.151221963699316,3.6180814479567456,-2.063432903588344,1.626718744725867,24.0,23.0,22.0,1.0,46.0
meta_stream_intervals.arff,1.0,2.337377537508882,0.5075346992729676,0.09090909090909091,0.0013549239920687376,0.13840445436598459,0.002445472571050892,408.9189189189189,2967.244604645831,45.10310469782555,-1.9501110315322876,342.31524944515667,-6.013516894138177,6.013516894138177,4.30406509320417,10.317581987342347,0.0,11.0,74.0,0.0,30260.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,34.026527404785156,0.8499461743238105,-6.440925598144531,4.426573541154143,0.0,0.0,0.0,0.0,0.0
miceprotein,1.0,2.9891368833783365,0.1408839779005525,0.125,0.0925414364640884,0.014987938131360984,0.106353591160221,9.402597402597403,68.32664315065207,4.870512016944615,-0.74727463722229,12.021240380361792,-2.2409859705320323,2.2409859705320323,4.343805421853684,6.584791392385716,0.0,8.0,77.0,49.0,724.0,350.0,980.0,77.0,0.6363636363636364,0.48342541436464087,0.01757910597689603,0.0,0.0,4.873673439025879,0.8337743744592775,-0.8734641075134277,1.3117513091863904,0.0,0.0,0.0,0.0,0.0
micro-mass,1.0,4.17725647435794,0.10443864229765012,0.049999999999999996,0.013054830287206266,0.022855648819087616,3.3942558746736293,0.2946153846153846,378.0025641912015,158.72647813633674,8.765353202819824,109.0711905016756,1.2220845542689822,-1.2220845542689822,7.170119543449628,5.948034989180646,0.0,20.0,1300.0,0.0,383.0,0.0,0.0,1300.0,0.0,0.0,0.0,0.0,0.0,19.4936580657959,11.319554458479253,2.8148674964904785,4.407686420719859,0.0,0.0,0.0,0.0,0.0
microaggregation2,1.0,1.7601915204869354,0.5561194029850747,0.2,0.03828358208955224,0.188514086221542,0.0014925373134328358,670.0,48.55791091918945,18.881431418268782,1.7203164100646973,16.104957213980967,-6.507277712385012,6.507277712385012,2.995732273553991,9.503009985939002,0.0,5.0,20.0,0.0,13400.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,6.05938720703125,2.12338190600276,-4.038316249847412,3.176438467062393,0.0,0.0,0.0,0.0,0.0
mnist_784,1.0,3.3197854103961744,0.1126865671641791,0.1,0.09057569296375266,0.0054837084214243185,0.01671641791044776,59.82142857142857,46895.00559067776,3321.754834384416,-1.8242482365970214,9602.546445806138,-4.091363934083963,4.0913639340839625,6.664409020350408,10.75577295443437,0.0,10.0,784.0,0.0,46900.0,0.0,0.0,784.0,0.0,0.0,0.0,0.0,0.0,216.5571746826172,26.236680536857335,-0.23843233287334442,50.12134186615446,0.0,0.0,0.0,0.0,0.0
mofn-3-7-10,1.0,0.7695944821271462,0.7747747747747747,0.5,0.22522522522522523,0.27477477477477474,0.01126126126126126,88.8,-1.9954294071941137,-1.9988670028644422,-1.9999797093362421,0.0013618138991675994,-4.486386649998124,4.486386649998124,2.302585092994046,6.78897174299217,10.0,2.0,10.0,0.0,888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06760615952623629,-2.0122792321330962e-17,-0.06760615952623629,0.03366002280983503,2.0,2.0,2.0,0.0,20.0
monks-problems-1,1.0,0.9998703776486075,0.5067024128686327,0.5,0.4932975871313673,0.006702412868632712,0.0160857908847185,62.166666666666664,-0.4956084823548035,-1.416050787180833,-1.9997412305922941,0.4788753120499273,-4.1298189504157605,4.1298189504157605,1.791759469228055,5.921578419643816,6.0,2.0,6.0,0.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2265363906730193,0.6470025521551699,-0.03754012329575762,0.40661641669251813,4.0,2.8333333333333335,2.0,0.6871842709362768,17.0
monks-problems-2,1.0,0.9149517230059262,0.6699751861042184,0.5,0.33002481389578164,0.16997518610421836,0.01488833746898263,67.16666666666667,-0.4085588377057068,-1.4141220833308878,-1.9987928061098794,0.4829218087331753,-4.207177092718628,4.207177092718628,1.791759469228055,5.998936561946683,6.0,2.0,6.0,0.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2615233498807277,0.6472760202263635,-0.0645497224367901,0.4085482472230572,4.0,2.8333333333333335,2.0,0.6871842709362768,17.0
monks-problems-3,1.0,0.9996663646052281,0.510752688172043,0.5,0.489247311827957,0.010752688172043001,0.016129032258064516,62.0,-0.3273621643779463,-1.406610044806246,-1.9971074021578776,0.5045155687933729,-4.127134385045092,4.127134385045092,1.791759469228055,5.918893854273146,6.0,2.0,6.0,0.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2933050048701016,0.6483391630494734,-0.12930163676704703,0.41598832297320876,4.0,2.8333333333333335,2.0,0.6871842709362768,17.0
mozilla4,1.0,0.9041599857793655,0.6802035330261137,0.5,0.3197964669738863,0.1802035330261137,0.00048003072196620584,2083.2,50.063966051092834,9.262029535458419,-1.9205058623566453,20.412031278438835,-7.64166045201425,7.64166045201425,1.6094379124341003,9.251098364448351,0.0,2.0,5.0,0.0,10416.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.56227970123291,1.40211069136858,-0.2819463908672333,2.1414258130315864,0.0,0.0,0.0,0.0,0.0
mushroom,1.0,0.9992798259315424,0.5157972079353417,0.5,0.4842027920646583,0.015797207935341673,0.004041146216017634,247.45454545454547,1356.0007352941184,49.287510299968616,-3.0,172.77879400459224,-5.511226910413041,5.511226910413041,3.091042453358316,8.602269363771356,22.0,2.0,22.0,1.0,5444.0,1694.0,1694.0,0.0,0.045454545454545456,0.31116825863335784,0.01414401175606172,0.0,0.0,36.85106152194423,4.026904371046685,-6.063253354325881,5.922920347993706,12.0,5.2727272727272725,1.0,3.1069104528427385,116.0
musk,1.0,0.6231775037152801,0.8446052929201538,0.5,0.15539470707984618,0.34460529292015385,0.03777425921737163,26.473053892215567,83.43143902997029,4.876166700685993,-1.6297807222763416,14.934807572891117,-3.2761273814094882,3.2761273814094882,5.117993812416755,8.394121193826242,1.0,2.0,167.0,0.0,4421.0,0.0,0.0,166.0,0.0,0.0,0.0,0.006024096385542169,166.0,9.242912908275738,0.9454739796516678,-1.474959990475937,2.0594510673486113,102.0,102.0,102.0,0.0,102.0
mv,1.0,0.9722210269299298,0.5978034047226799,0.5,0.40219659527732016,0.09780340472267987,0.0003660992128866923,2731.5,3.4816912977907375,-0.7592433649042233,-1.8227262816479857,1.2133897206146949,-7.912606187835772,7.912606187835772,2.302585092994046,10.215191280829819,3.0,2.0,10.0,0.0,27315.0,0.0,0.0,7.0,0.0,0.0,0.0,0.42857142857142855,2.3333333333333335,2.341301197580255,0.2527841534386107,-1.1503665614454281,0.8889507382299725,3.0,2.3333333333333335,2.0,0.4714045207910317,7.0
no2,1.0,0.9999935723003633,0.5014925373134328,0.5,0.49850746268656715,0.0014925373134328235,0.020895522388059702,47.857142857142854,4.864174842834473,0.4714296204703195,-1.2374022006988525,1.9249782615529205,-3.868220382769753,3.868220382769753,1.9459101490553132,5.814130531825066,0.0,2.0,7.0,0.0,335.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.7851552367210388,-0.22471584592546737,-1.2801672220230103,0.6847561899385638,0.0,0.0,0.0,0.0,0.0
nursery,1.0,1.7164508062700663,0.3295716259788116,0.2,0.00023030861354214648,0.15327648857005538,0.0009212344541685859,1085.5,0.30134125606596696,-0.9656825357852504,-1.999996605305441,0.7122704933737052,-6.989795989318346,6.989795989318346,2.0794415416798357,9.069237530998182,8.0,5.0,8.0,0.0,8684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5170172233913386,0.9342473482171106,-0.0018424696901647533,0.40186982539629246,5.0,3.375,2.0,0.8569568250501305,27.0
oil_spill,1.0,0.26293738565095587,0.9554140127388535,0.5,0.044585987261146494,0.4554140127388535,0.07802547770700637,12.816326530612244,484.20592670581283,46.950905193464656,-1.479353427886963,96.39132315945254,-2.550719868357572,2.550719868357572,3.8918202981106265,6.4425401664681985,0.0,2.0,49.0,0.0,628.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,21.100820541381836,3.748311360987524,-1.8945398330688477,5.091667301849941,0.0,0.0,0.0,0.0,0.0
one-hundred-plants-margin,1.0,6.61834612757962,0.014925373134328358,0.01,0.005597014925373134,0.0018660447388134309,0.05970149253731343,16.75,190.4761505126953,11.286789282010977,-0.23834919929504395,26.502933518447527,-2.8183982582710754,2.8183982582710754,4.1588830833596715,6.977281341630747,0.0,100.0,64.0,0.0,1072.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,12.893147468566895,2.2573519125580788,0.68157559633255,1.8575328165607148,0.0,0.0,0.0,0.0,0.0
optdigits,1.0,3.321474284614173,0.10355815188528943,0.1,0.09479553903345725,0.0025027873962715184,0.016994158258098777,58.84375,3761.000244140625,161.2714476384184,-1.6474356651306152,533.1404586870239,-4.0748856258574255,4.0748856258574255,4.1588830833596715,8.233768709217097,0.0,10.0,64.0,0.0,3766.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,61.34329605102539,5.253106697071945,-1.3137593269348145,11.097024369092185,0.0,0.0,0.0,0.0,0.0
ova_breast,1.0,0.770739752552034,0.7741312741312741,0.5,0.22586872586872586,0.27413127413127414,10.555019305019306,0.09474165523548239,1028.5277135503725,44.00912482342632,-1.1468039751052856,107.25931507440733,2.3566015102914397,-2.3566015102914397,9.299723933110869,6.943122422819428,0.0,2.0,10935.0,0.0,1036.0,0.0,0.0,10935.0,0.0,0.0,0.0,0.0,0.0,32.082679748535156,3.8594241057676326,-0.12123765051364899,4.149852847566379,0.0,0.0,0.0,0.0,0.0
ova_colon,1.0,0.6915954349767796,0.8146718146718147,0.5,0.18532818532818532,0.3146718146718147,10.555019305019306,0.09474165523548239,1028.87890625,41.88556951258438,-0.9930458068847656,103.1008839706648,2.3566015102914397,-2.3566015102914397,9.299723933110869,6.943122422819428,0.0,2.0,10935.0,0.0,1036.0,0.0,0.0,10935.0,0.0,0.0,0.0,0.0,0.0,32.0909538269043,3.798612795102103,-0.01610216125845909,4.023511204940519,0.0,0.0,0.0,0.0,0.0
ova_endometrium,1.0,0.2403415077220775,0.9604247104247104,0.5,0.03957528957528957,0.46042471042471045,10.555019305019306,0.09474165523548239,1029.8629129259648,41.041569428490305,-0.7047939300537109,95.62737521363091,2.3566015102914397,-2.3566015102914397,9.299723933110869,6.943122422819428,0.0,2.0,10935.0,0.0,1036.0,0.0,0.0,10935.0,0.0,0.0,0.0,0.0,0.0,32.1138801574707,3.7781546650143536,-0.026257308200001717,3.8793730009100353,0.0,0.0,0.0,0.0,0.0
ova_kidney,1.0,0.6618391918500395,0.8281853281853282,0.5,0.1718146718146718,0.3281853281853282,10.555019305019306,0.09474165523548239,1028.6230450575097,42.660544234117076,-0.819603443145752,100.4887444112204,2.3566015102914397,-2.3566015102914397,9.299723933110869,6.943122422819428,0.0,2.0,10935.0,0.0,1036.0,0.0,0.0,10935.0,0.0,0.0,0.0,0.0,0.0,32.08489990234375,3.8471771269753936,-0.0746779814362526,3.980649566028423,0.0,0.0,0.0,0.0,0.0
ova_lung,1.0,0.4093488423003566,0.917953667953668,0.5,0.08204633204633205,0.41795366795366795,10.555019305019306,0.09474165523548239,1027.2891845703125,43.36857180031748,-0.9648969173431396,102.65266490019134,2.3566015102914397,-2.3566015102914397,9.299723933110869,6.943122422819428,0.0,2.0,10935.0,0.0,1036.0,0.0,0.0,10935.0,0.0,0.0,0.0,0.0,0.0,32.05495071411133,3.85518594297023,-0.08893806487321854,4.03804152572107,0.0,0.0,0.0,0.0,0.0
ova_ovary,1.0,0.5609221694381179,0.8687258687258688,0.5,0.13127413127413126,0.36872586872586877,10.555019305019306,0.09474165523548239,1027.2477997551334,43.77951022764785,-0.9706563949584961,104.050081286791,2.3566015102914397,-2.3566015102914397,9.299723933110869,6.943122422819428,0.0,2.0,10935.0,0.0,1036.0,0.0,0.0,10935.0,0.0,0.0,0.0,0.0,0.0,32.05398178100586,3.872345963249406,-0.049653809517621994,4.081590908616697,0.0,0.0,0.0,0.0,0.0
ova_prostate,1.0,0.266379433468784,0.9546332046332047,0.5,0.045366795366795366,0.4546332046332046,10.555019305019306,0.09474165523548239,1029.6402567290502,43.773042697241976,-0.8355803489685059,104.41279405218268,2.3566015102914397,-2.3566015102914397,9.299723933110869,6.943122422819428,0.0,2.0,10935.0,0.0,1036.0,0.0,0.0,10935.0,0.0,0.0,0.0,0.0,0.0,32.10872268676758,3.860356788973826,-0.1979689747095108,4.0934355479082765,0.0,0.0,0.0,0.0,0.0
ozone-level-8hr,1.0,0.3506628156278551,0.934040047114252,0.5,0.06595995288574794,0.43404004711425204,0.04240282685512368,23.583333333333332,39.847469329833984,0.8056936557045813,-0.9508199691772461,4.697963099491929,-3.1605402478552374,3.1605402478552374,4.276666119016055,7.437206366871292,0.0,2.0,72.0,0.0,1698.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,5.52675724029541,0.045048874233745866,-1.2771151065826416,0.9282271803050299,0.0,0.0,0.0,0.0,0.0
page-blocks,1.0,0.643088088351669,0.8955549495500409,0.19999999999999998,0.005726752113444232,0.3483324603814115,0.002727024815925825,366.7,3324.62249764855,454.68992363029986,0.7263100147247314,967.0583558725953,-5.90454407507728,5.90454407507728,2.302585092994046,8.207129168071326,0.0,5.0,10.0,0.0,3667.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,56.427040100097656,12.744641703367233,-0.8283303380012512,15.722355525171263,0.0,0.0,0.0,0.0,0.0
parity5_plus_5,1.0,0.9988577556860622,0.519893899204244,0.5,0.48010610079575594,0.01989389920424403,0.013262599469496022,75.4,-1.9808841099163679,-1.996978650155781,-1.999971856354835,0.0055725042023654706,-4.32280727501391,4.32280727501391,2.302585092994046,6.625392368007956,10.0,2.0,10.0,0.0,754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13826022596405688,-6.938893903907228e-18,-0.13826022596405652,0.05496680674933929,2.0,2.0,2.0,0.0,20.0
pbcseq,1.0,0.9999932124971611,0.5015337423312883,0.5,0.49846625766871167,0.0015337423312883347,0.013803680981595092,72.44444444444444,81.09809323165238,11.014498839959503,-1.99905883238746,19.162596034951463,-4.282819984590434,4.282819984590433,2.8903717578961645,7.1731917424865985,6.0,2.0,18.0,6.0,1304.0,566.0,764.0,12.0,0.3333333333333333,0.4340490797546012,0.0325494205862304,0.5,2.0,6.124369801416431,1.570150495886662,-2.473501829365013,2.4885391740791447,771.0,130.16666666666666,2.0,286.5893791162231,781.0
pc1,1.0,0.350281319372548,0.9341397849462365,0.5,0.06586021505376344,0.4341397849462365,0.028225806451612902,35.42857142857143,309.0284290245896,108.70229333919988,16.495935440063477,75.93328046148952,-3.567518597109669,3.567518597109669,3.044522437723423,6.612041034833092,0.0,2.0,21.0,0.0,744.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,16.51218032836914,8.197202500842867,2.521083116531372,3.4214178774225745,0.0,0.0,0.0,0.0,0.0
pc2,1.0,0.03977723380434904,0.9957276368491321,0.5,0.004272363150867824,0.4957276368491322,0.009612817089452604,104.02777777777777,2117.5947092545425,597.0928186648691,-1.0345407642029174,587.5714087553689,-4.64465795749521,4.64465795749521,3.58351893845611,8.22817689595132,0.0,2.0,36.0,0.0,3745.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,41.3153076171875,16.649161901738907,-2.661855936050415,12.239529119707905,0.0,0.0,0.0,0.0,0.0
pc3,1.0,0.47860069237260844,0.8969465648854962,0.5,0.10305343511450382,0.3969465648854962,0.035305343511450385,28.324324324324323,874.6943359375,200.74873416428372,-1.4670060873031616,226.00026580605257,-3.343720952236763,3.343720952236763,3.6109179126442243,6.954638864880987,0.0,2.0,37.0,0.0,1048.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,28.65334701538086,9.790134735405445,-0.5605520009994507,7.871510990305141,0.0,0.0,0.0,0.0,0.0
pc4,1.0,0.5545962165377367,0.8710337768679631,0.5,0.12896622313203684,0.3710337768679631,0.037871033776867964,26.405405405405407,307.2284240722656,73.19864998910815,-1.4900246858596802,83.82686446959381,-3.2735687393985584,3.2735687393985584,3.6109179126442243,6.884486652042782,0.0,2.0,37.0,0.0,977.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,14.980419158935547,5.603676683193928,-0.4348996579647064,3.8074640836017664,0.0,0.0,0.0,0.0,0.0
pendigits,1.0,3.320673045606805,0.10590631364562118,0.1,0.09300746775288526,0.004166063437072527,0.0021724372029871012,460.3125,2.77193021774292,-0.5214903480300173,-1.6819920539855957,1.045955476207864,-6.131905606656949,6.131905606656949,2.772588722239781,8.90449432889673,0.0,10.0,16.0,0.0,7365.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.9717056751251221,-0.033203538157977164,-1.4529900550842285,0.6489360790988995,0.0,0.0,0.0,0.0,0.0
philippine,1.0,0.9999969771561712,0.5010235414534289,0.5,0.49897645854657113,0.0010235414534288667,0.07881269191402251,12.688311688311689,2904.887939453125,81.55427301964724,-1.2570686340332031,314.6128620249429,-2.540681230189099,2.540681230189099,5.730099782973574,8.270781013162674,0.0,2.0,308.0,0.0,3908.0,0.0,0.0,308.0,0.0,0.0,0.0,0.0,0.0,50.14259338378906,2.3921234162610143,-29.839210510253906,6.8311604264945585,0.0,0.0,0.0,0.0,0.0
phishingwebsites,1.0,0.9917578352908945,0.5533954367490211,0.5,0.4466045632509788,0.05339543674902117,0.004050222762251924,246.9,87.59841852054045,2.7878491313647276,-1.9918989289307063,11.187751478316544,-5.508983396351134,5.508983396351134,3.4011973816621555,8.91018077801329,30.0,2.0,30.0,0.0,7407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.465644115459892,0.4391480959772392,-4.567334864632786,2.1435946634483614,3.0,2.2666666666666666,2.0,0.4422166387140533,68.0
pm10,1.0,0.9985532860835362,0.5223880597014925,0.5,0.47761194029850745,0.02238805970149252,0.020895522388059702,47.857142857142854,3.8565502166748047,0.4086704436430418,-1.2440764904022217,1.5816511775921838,-3.868220382769753,3.868220382769753,1.9459101490553132,5.814130531825066,0.0,2.0,7.0,0.0,335.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.8761269450187683,0.05781647376716137,-0.8456894755363464,0.510209541560855,0.0,0.0,0.0,0.0,0.0
pokerhand,1.0,1.417271485751059,0.5010088828489916,0.1,1.7999694005201912e-06,0.1822988500067991,1.799969400520191e-05,55556.5,1.328962422261828,-0.46631495469754136,-1.1333174993454407,0.5780122331405274,-10.925155799923612,10.92515579992361,2.302585092994046,13.227740892917657,5.0,10.0,10.0,0.0,555565.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.4020796470784147,0.927354377559136,-1.2356032628330622,0.6027660068366456,4.0,4.0,4.0,0.0,20.0
pol,1.0,0.9237674644832907,0.6610945273631841,0.5,0.3389054726368159,0.16109452736318408,0.004776119402985075,209.375,144.54284202030877,34.871250235269045,-0.07489538192749023,37.07437769914572,-5.3441269025793305,5.3441269025793305,3.871201010907891,9.215327913487222,0.0,2.0,48.0,0.0,10050.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,11.551305770874023,4.784504286371744,0.32439759373664856,2.9413762297345953,0.0,0.0,0.0,0.0,0.0
pollen,1.0,0.9999816713531784,0.5025203567274137,0.5,0.49747964327258626,0.002520356727413714,0.0019387359441644049,515.8,0.18548321723937988,-0.10062079429626465,-0.35466694831848145,0.17686474358097606,-6.245719093447244,6.245719093447244,1.6094379124341003,7.8551570058813445,0.0,2.0,5.0,0.0,2579.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.15023674070835114,0.037916721682995556,-0.16229106485843658,0.11361858327370701,0.0,0.0,0.0,0.0,0.0
porto-seguro,1.0,0.2261625482426007,0.9634672624644866,0.5,0.036532737535513414,0.4634672624644866,9.277996353998189e-05,10778.18918918919,99693.25001003032,955.2539238954183,-1.95618075192319,8826.662481651172,-9.285279851613572,9.285279851613572,3.6109179126442243,12.896197764257797,25.0,2.0,37.0,12.0,398793.0,314963.0,566700.0,12.0,0.32432432432432434,0.789790693417387,0.03840643194894649,2.0833333333333335,0.48,315.74554630276344,7.067150053904321,-50.69377134658727,30.11363885634064,104.0,7.88,2.0,19.998639953756857,197.0
