idx,adaboost:algorithm,adaboost:learning_rate,adaboost:max_depth,adaboost:n_estimators,balancing:strategy,bernoulli_nb:alpha,bernoulli_nb:fit_prior,classifier,decision_tree:criterion,decision_tree:max_depth,decision_tree:max_features,decision_tree:max_leaf_nodes,decision_tree:min_samples_leaf,decision_tree:min_samples_split,extra_trees:bootstrap,extra_trees:criterion,extra_trees:max_depth,extra_trees:max_features,extra_trees:min_samples_leaf,extra_trees:min_samples_split,extra_trees:n_estimators,extra_trees_preproc_for_classification:bootstrap,extra_trees_preproc_for_classification:criterion,extra_trees_preproc_for_classification:max_depth,extra_trees_preproc_for_classification:max_features,extra_trees_preproc_for_classification:min_samples_leaf,extra_trees_preproc_for_classification:min_samples_split,extra_trees_preproc_for_classification:n_estimators,fast_ica:algorithm,fast_ica:fun,fast_ica:n_components,fast_ica:whiten,feature_agglomeration:affinity,feature_agglomeration:linkage,feature_agglomeration:n_clusters,gem:N,gem:precond,gradient_boosting:learning_rate,gradient_boosting:max_depth,gradient_boosting:max_features,gradient_boosting:min_samples_leaf,gradient_boosting:min_samples_split,gradient_boosting:n_estimators,gradient_boosting:subsample,imputation:strategy,k_nearest_neighbors:algorithm,k_nearest_neighbors:leaf_size,k_nearest_neighbors:n_neighbors,k_nearest_neighbors:p,k_nearest_neighbors:weights,kernel_pca:coef0,kernel_pca:degree,kernel_pca:gamma,kernel_pca:kernel,kernel_pca:n_components,kitchen_sinks:gamma,kitchen_sinks:n_components,lda:n_components,lda:tol,liblinear_svc:C,liblinear_svc:class_weight,liblinear_svc:dual,liblinear_svc:fit_intercept,liblinear_svc:intercept_scaling,liblinear_svc:loss,liblinear_svc:multi_class,liblinear_svc:penalty,liblinear_svc:tol,liblinear_svc_preprocessor:C,liblinear_svc_preprocessor:class_weight,liblinear_svc_preprocessor:dual,liblinear_svc_preprocessor:fit_intercept,liblinear_svc_preprocessor:intercept_scaling,liblinear_svc_preprocessor:loss,liblinear_svc_preprocessor:multi_class,liblinear_svc_preprocessor:penalty,liblinear_svc_preprocessor:tol,libsvm_svc:C,libsvm_svc:class_weight,libsvm_svc:coef0,libsvm_svc:degree,libsvm_svc:gamma,libsvm_svc:kernel,libsvm_svc:max_iter,libsvm_svc:shrinking,libsvm_svc:tol,multinomial_nb:alpha,multinomial_nb:fit_prior,nystroem_sampler:coef0,nystroem_sampler:degree,nystroem_sampler:gamma,nystroem_sampler:kernel,nystroem_sampler:n_components,passive_aggresive:C,passive_aggresive:fit_intercept,passive_aggresive:loss,passive_aggresive:n_iter,pca:keep_variance,pca:whiten,preprocessor,proj_logit:max_epochs,qda:reg_param,qda:tol,random_forest:bootstrap,random_forest:criterion,random_forest:max_depth,random_forest:max_features,random_forest:max_leaf_nodes,random_forest:min_samples_leaf,random_forest:min_samples_split,random_forest:n_estimators,random_trees_embedding:max_depth,random_trees_embedding:max_leaf_nodes,random_trees_embedding:min_samples_leaf,random_trees_embedding:min_samples_split,random_trees_embedding:n_estimators,rescaling:strategy,ridge:alpha,ridge:fit_intercept,ridge:tol,select_percentile_classification:percentile,select_percentile_classification:score_func,select_rates:alpha,select_rates:mode,select_rates:score_func,sgd:alpha,sgd:epsilon,sgd:eta0,sgd:fit_intercept,sgd:l1_ratio,sgd:learning_rate,sgd:loss,sgd:n_iter,sgd:penalty,sgd:power_t,truncatedSVD:target_dim
655,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,False,entropy,None,2.247596559266579,None,3,17,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
656,,,,,weighting,,,extra_trees,,,,,,,True,entropy,None,1.2506680721674706,2,8,100,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
657,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,False,entropy,None,4.760880460239859,None,4,19,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
658,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,True,entropy,None,4.430406776706637,None,3,11,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
659,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,False,entropy,None,3.0953792792858397,None,3,4,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
660,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,False,gini,None,2.6247503497283176,None,3,8,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
661,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,False,gini,None,4.519559268587294,None,4,3,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
662,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,False,entropy,None,3.7458385239674845,None,6,7,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
663,,,,,none,,,lda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,2.907161691647166,rbf,288,,,227,0.00013763555761026975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kernel_pca,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
664,,,,,weighting,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,1.0921243548619937,881,,,11.333254628789652,auto,False,True,1,l2,ovr,l2,0.0010877456416244033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
665,,,,,weighting,,,ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,0.9865601841924942,3051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,,,,min/max,0.021001730240392362,True,0.045816432884173544,,,,,,,,,,,,,,,,
666,,,,,none,,,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,manhattan,average,202,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.741320208054772,auto,,,0.631408079269324,rbf,-1,False,0.06582313372687675,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
667,,,,,weighting,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,0.7159571101930433,771,,,12.912778544149697,None,False,True,1,l2,ovr,l2,0.013826077197144182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
668,,,,,weighting,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,9.965754471716082,auto,False,True,1,l2,ovr,l2,0.0013575137514639226,,,,,,,,,,,,,,,,,,,,,,,0.5270137670373701,rbf,112,,,,,,,nystroem_sampler,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
669,,,,,weighting,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,1.3890808667639976,2719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,,,,min/max,,,,,,,,,3.710124576653689e-05,,0.07605187436527387,True,,optimal,log,639,l2,,
670,,,,,weighting,,,lda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,219,0.008596580133041333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043020333071726036,3,0.00010694010062027238,poly,95,,,,,,,nystroem_sampler,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
671,,,,,weighting,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,1.6407244660313272,801,,,6.883880104885239,auto,False,True,1,l2,ovr,l2,0.07295411938211631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
672,,,,,none,,,proj_logit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,1.7889907817109532,4167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,17,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
673,,,,,none,,,liblinear_svc,,,,,,,,,,,,,,False,entropy,None,4.7412662102540235,12,9,100,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,5.750341409836242,auto,False,True,1,l2,ovr,l2,0.0016043172002922856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
674,,,,,weighting,,,liblinear_svc,,,,,,,,,,,,,,False,entropy,None,2.4543463222716744,5,19,100,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,1.154638976292099,auto,False,True,1,l2,ovr,l2,0.0005263851361147386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,,,,
675,,,,,weighting,,,liblinear_svc,,,,,,,,,,,,,,False,gini,None,4.283218345819387,9,5,100,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,2.050455014924762,None,False,True,1,l2,ovr,l2,0.0007501972184197055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
676,,,,,weighting,,,ridge,,,,,,,,,,,,,,False,entropy,None,2.4261985698631556,7,17,100,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,standard,1.0036971780871224e-06,True,0.0012718296091791862,,,,,,,,,,,,,,,,
677,,,,,weighting,,,extra_trees,,,,,,,False,gini,None,1.9318707633613657,19,7,100,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,1.5898344039527366,auto,False,True,1,l2,ovr,l2,0.00022351781954318807,,,,,,,,,,,,,,,,,,,,,,,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,,,,
678,,,,,weighting,,,liblinear_svc,,,,,,,,,,,,,,False,entropy,None,3.90099562578724,9,11,100,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,4.4010569772059025,None,False,True,1,l2,ovr,l2,0.036783546676246046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
679,,,,,weighting,,,liblinear_svc,,,,,,,,,,,,,,True,entropy,None,4.750994927724035,19,13,100,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,0.07371775505773855,auto,False,True,1,l2,ovr,l2,0.00016813494627302292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,,,,
680,,,,,weighting,,,liblinear_svc,,,,,,,,,,,,,,False,entropy,None,4.854516084174195,9,7,100,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,3.0721995117268173,auto,False,True,1,l2,ovr,l2,0.0170621673357591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
681,,,,,weighting,,,liblinear_svc,,,,,,,,,,,,,,False,entropy,None,4.476774549127422,6,8,100,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,4.113488847389368,auto,False,True,1,l2,ovr,l2,0.014920635471613224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
682,,,,,weighting,,,ridge,,,,,,,,,,,,,,False,entropy,None,2.9319769546368115,2,13,100,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,standard,2.44412196882299e-06,True,0.0001798302360507385,,,,,,,,,,,,,,,,
683,,,,,weighting,,,lda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,1.3589922084913488,1457,239,0.009503559075735609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
684,,,,,none,,,lda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,0.8978620395119989,5,0.0002873189569282396,poly,686,,,48,0.00034940786246714033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kernel_pca,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
685,,,,,none,,,lda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,0.5538726070560565,3,0.1302991575750624,poly,557,,,22,1.3056135643905952e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kernel_pca,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
686,,,,,weighting,,,lda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,0.9624239484386645,796,66,0.016602963531280893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
687,,,,,none,,,lda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,34,0.00801046994114651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2107065571056157,2,1.1172431512248344,poly,764,,,,,,,nystroem_sampler,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
688,,,,,none,,,ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4640885147402649,4,1.4858121142420704,poly,9810,,,,,,,nystroem_sampler,,,,,,,,,,,,,,,,,normalize,8.227915886650531e-05,True,0.01177790086343696,,,,,,,,,,,,,,,,
689,,,,,none,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,manhattan,complete,24,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,,,True,entropy,None,4.167490735664812,None,1,7,100,,,,,,standard,,,,,,,,,,,,,,,,,,,
690,,,,,weighting,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,cosine,complete,144,,,0.10829473857889585,10,3.975177016206502,10,6,100,0.5581002680080852,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
691,,,,,none,,,libsvm_svc,,,,,,,,,,,,,,True,gini,None,2.051609815643829,9,17,100,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1763.6168043791085,auto,,,1.2320253899353577,rbf,-1,False,0.08624045354063836,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
692,,,,,none,,,libsvm_svc,,,,,,,,,,,,,,True,entropy,None,0.9418038314791739,1,12,100,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3553.027555618306,None,,,0.889730078784607,rbf,-1,True,0.0010778736487622794,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
693,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2900127717656959,6,4.572316358452692,6,18,100,0.6955520061789997,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,,,,min/max,,,,47.81244858823982,f_classif,,,,,,,,,,,,,,
694,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,True,gini,None,0.5699350518733466,9,13,100,,,,,,,,,,0.14576385092752045,6,3.4187721587138236,10,17,100,0.5335497885781018,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
695,,,,,weighting,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,manhattan,average,24,,,0.14887144309884276,10,4.185093785825648,1,12,100,0.6569746363364055,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
696,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11964644167769008,7,2.7500720962643075,15,18,100,0.6570987741288999,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,standard,,,,,,0.1863367351999126,fpr,f_classif,,,,,,,,,,,
697,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,True,gini,None,2.915366751110634,2,19,100,,,,,,,,,,0.031788967493445654,7,1.1223143801796096,3,10,100,0.39806743514313075,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
698,SAMME.R,0.7246186660822158,2,386,weighting,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,ward,98,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
699,,,,,weighting,,,k_nearest_neighbors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,auto,30,1,1,distance,-0.2957056641028355,3,0.0017437868072983924,poly,1553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kernel_pca,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
700,,,,,none,,,lda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,61,8.792735539664283e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014858078445983965,chi2,1964,,,,,,,nystroem_sampler,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
701,,,,,weighting,,,lda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,57,0.0017995891714685255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010723544614337274,chi2,1914,,,,,,,nystroem_sampler,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
702,,,,,none,,,lda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,141,0.00010893205985687787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00010928042004181526,chi2,2016,,,,,,,nystroem_sampler,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
703,,,,,none,,,ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,1.769399343084786,1762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,,,,min/max,0.002054708534277359,True,0.0001979491854285713,,,,,,,,,,,,,,,,
704,,,,,weighting,,,lda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,1.246676439698769,rbf,1238,,,102,0.0002795806376647495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kernel_pca,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
705,,,,,none,,,ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,0.35363521819273125,8625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,,,,min/max,8.049396820002747e-05,True,0.0006300064781608568,,,,,,,,,,,,,,,,
706,,,,,none,,,lda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,0.2529597851341474,rbf,1177,,,191,0.00015409823900053876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kernel_pca,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
707,,,,,weighting,,,lda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,1.7055763779232147,4099,101,0.05529886767431114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
708,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,False,entropy,None,3.0499981881105813,20,3,100,,,,,,,,,,0.1336691002174888,2,1.1578098776804016,17,11,100,0.6910426915943875,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,,,,
709,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,False,gini,None,2.732063981875932,19,13,100,,,,,,,,,,0.08742086300230822,6,1.959740046253706,7,7,100,0.2855588374319067,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
710,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059663710627549424,5,0.852087858225715,4,18,100,0.8917850909519116,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,standard,,,,,,0.3311825628040832,fwe,f_classif,,,,,,,,,,,
711,SAMME.R,0.22077389156156033,2,117,weighting,,,adaboost,,,,,,,,,,,,,,True,gini,None,3.8889449370387608,20,10,100,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
712,,,,,weighting,,,gradient_boosting,,,,,,,,,,,,,,False,gini,None,3.1675743660103346,3,6,100,,,,,,,,,,0.1839612813517863,3,2.452416125227718,12,2,100,0.8621822218700836,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
713,,,,,weighting,,,gradient_boosting,,,,,,,,,,,,,,True,entropy,None,4.778115400724238,4,6,100,,,,,,,,,,0.20417734347196503,8,3.799265577044985,6,16,100,0.32229469153390605,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
714,,,,,none,,,extra_trees,,,,,,,False,entropy,None,3.534929888219828,2,14,100,False,entropy,None,2.099778169647987,3,15,100,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,,,,
715,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,False,gini,None,3.7125532015280576,16,13,100,,,,,,,,,,0.08477439526844031,6,2.690751065825268,15,15,100,0.8399026825825614,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
716,SAMME.R,0.07187673619428774,4,406,none,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,,,,normalize,,,,13.594583293513876,f_classif,,,,,,,,,,,,,,
717,,,,,weighting,,,gradient_boosting,,,,,,,,,,,,,,True,entropy,None,1.7393460876356333,6,8,100,,,,,,,,,,0.06459744356154268,8,4.5304153653539565,13,13,100,0.607750451504452,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
718,,,,,weighting,,,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0.005674726371887422,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.733856200825908,None,0.17087495128413877,2,0.03610442791093583,poly,-1,True,9.524887441074434e-05,,,,,,,,,,,,,,gem,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
